Ngày,Đóng cửa,Cao nhất,Thấp nhất,Mở cửa,Số lượng,Nhãn dán
2022-01-24,138.5728759765625,138.86710373848064,132.4604810477834,133.64689265717178,9733200,NKE
2022-01-25,138.0792999267578,140.4331505650558,135.26038528983173,137.59524929066706,8195400,NKE
2022-01-26,136.66514587402344,141.39180617398745,135.46923357558262,140.26233988437787,7444600,NKE
2022-01-27,137.28204345703125,139.85418989668747,136.27596884753683,137.61424446170366,6396400,NKE
2022-01-28,138.48744201660156,138.6013328836888,133.45705447019424,136.7884926755533,6130200,NKE
2022-01-31,140.53759765625,140.64198798731906,137.8325730646275,138.82916183430765,6932200,NKE
2022-02-01,140.67994689941406,142.06566757599236,139.33218502274914,141.89483125253636,6695000,NKE
2022-02-02,141.14500427246094,141.856851145066,140.02502432863022,140.80331719430805,5491700,NKE
2022-02-03,137.91795349121094,140.90771898204517,137.5952530583142,139.90162992482846,5240200,NKE
2022-02-04,137.993896484375,139.02844385661976,136.33292035216897,137.97490984488942,4313400,NKE
2022-02-07,137.75660705566406,138.68674958647944,136.88340995779794,137.90847119856994,3877500,NKE
2022-02-08,136.228515625,138.09830134476783,135.06109074091432,137.37696835215343,5829400,NKE
2022-02-09,138.81964111328125,139.86368909801791,138.25965832263307,138.67727751652774,4551000,NKE
2022-02-10,137.45289611816406,140.03451418857907,136.5322396461249,136.6366444362292,5142600,NKE
2022-02-11,133.04893493652344,137.68069043707436,132.46047941991893,137.39594875780773,6710500,NKE
2022-02-14,134.38722229003906,135.9248216977613,132.6787865495503,132.95404217353817,6841200,NKE
2022-02-15,138.17422485351562,138.87658564565209,136.76951775180433,136.88340861658693,7820200,NKE
2022-02-16,139.03793334960938,139.47452464508535,137.25356592663442,137.64271235101705,4817500,NKE
2022-02-17,135.5356903076172,139.43661298257555,135.38382611761517,138.13629576921193,5202300,NKE
2022-02-18,135.67800903320312,136.61765210499044,134.59600238200628,136.0766415381113,5177400,NKE
2022-02-22,131.16018676757812,134.43468011792658,129.23345535194315,134.38722075406787,9604500,NKE
2022-02-23,129.86935424804688,133.79874868001366,129.56562594288872,132.5553917062182,7636600,NKE
2022-02-24,130.19203186035156,130.42931412614996,124.26946129230218,126.2341654047417,8417200,NKE
2022-02-25,131.73915100097656,132.13778357289507,129.261922924897,131.10323610178057,5424500,NKE
